FECHA,HORA,temperatura,humedad,presion,direccionviento,kmviento,NOMBRE
11072026,13,8.0,87,1025.0,160,15,ESCUELA DE
11072026,14,9.2,80,1024.4,180,15,ESCUELA DE
11072026,15,11.2,73,1023.1,140,9,ESCUELA DE
11072026,16,12.6,69,1022.6,140,7,ESCUELA DE
11072026,17,13.0,67,1023.0,0,0,ESCUELA DE
11072026,18,12.2,73,1023.1,140,4,ESCUELA DE
11072026,19,9.0,82,1024.6,140,4,ESCUELA DE
11072026,20,7.0,92,1025.5,140,9,ESCUELA DE
11072026,21,4.6,88,1026.2,240,2,ESCUELA DE
11072026,6,.0,92,1023.4,350,4,ESQUEL AERO
11072026,7,-.1,91,1023.2,340,6,ESQUEL AERO
11072026,8,-.1,91,1024.1,360,6,ESQUEL AERO
11072026,9,-.2,92,1024.3,20,7,ESQUEL AERO
11072026,10,-.2,92,1024.4,10,7,ESQUEL AERO
11072026,11,-.2,92,1024.4,20,6,ESQUEL AERO
11072026,12,.2,90,1024.7,30,6,ESQUEL AERO
11072026,13,1.3,82,1023.8,40,15,ESQUEL AERO
11072026,14,2.2,77,1022.9,40,15,ESQUEL AERO
11072026,15,2.8,69,1022.4,30,11,ESQUEL AERO
11072026,16,3.2,81,1021.9,10,11,ESQUEL AERO
11072026,17,2.7,87,1022.3,70,9,ESQUEL AERO
11072026,18,1.4,90,1022.5,20,7,ESQUEL AERO
11072026,19,-.2,96,1022.8,990,4,ESQUEL AERO
11072026,20,-1.0,92,1023.2,10,6,ESQUEL AERO
11072026,21,-1.2,94,1023.5,20,4,ESQUEL AERO
11072026,0,10.8,97,1016.5,180,6,EZEIZA AERO
11072026,1,10.2,100,1016.6,180,6,EZEIZA AERO
11072026,2,10.0,100,1016.7,200,4,EZEIZA AERO
11072026,3,9.2,100,1015.9,110,6,EZEIZA AERO
11072026,4,8.8,100,1016.2,310,4,EZEIZA AERO
11072026,5,8.6,100,1016.0,210,6,EZEIZA AERO
11072026,6,8.5,100,1016.8,210,9,EZEIZA AERO
11072026,7,8.6,100,1017.4,200,7,EZEIZA AERO
11072026,8,8.8,99,1017.7,210,4,EZEIZA AERO
11072026,9,9.0,97,1018.0,230,6,EZEIZA AERO
11072026,10,10.2,96,1018.5,280,9,EZEIZA AERO
11072026,11,10.4,95,1018.7,250,11,EZEIZA AERO
11072026,12,10.9,89,1018.8,250,19,EZEIZA AERO
11072026,13,10.8,88,1018.2,230,19,EZEIZA AERO
11072026,14,10.2,85,1017.7,230,15,EZEIZA AERO
11072026,15,10.8,85,1017.6,250,13,EZEIZA AERO
11072026,16,11.0,85,1017.6,250,15,EZEIZA AERO
11072026,17,10.6,88,1018.0,270,13,EZEIZA AERO
11072026,18,10.0,94,1018.3,270,13,EZEIZA AERO
11072026,19,9.8,97,1019.1,270,15,EZEIZA AERO
11072026,20,9.5,99,1019.8,250,11,EZEIZA AERO
11072026,21,8.9,99,1019.5,220,4,EZEIZA AERO
11072026,22,7.6,99,1020.4,230,7,EZEIZA AERO
11072026,23,7.8,97,1020.8,220,7,EZEIZA AERO
11072026,0,20.5,90,1009.2,290,7,FORMOSA AER
11072026,1,19.8,91,1009.5,290,4,FORMOSA AER
11072026,2,20.0,83,1009.6,290,7,FORMOSA AER
11072026,3,18.2,94,1009.5,290,6,FORMOSA AER
11072026,4,17.8,93,1009.8,290,6,FORMOSA AER
11072026,5,17.1,96,1009.9,320,4,FORMOSA AER
11072026,6,16.8,96,1010.5,270,9,FORMOSA AER
11072026,7,16.6,95,1010.7,290,6,FORMOSA AER
11072026,8,16.9,100,1011.6,270,6,FORMOSA AER
11072026,9,17.1,100,1013.1,250,11,FORMOSA AER
11072026,10,17.7,100,1013.7,230,6,FORMOSA AER
11072026,11,18.1,98,1014.0,230,11,FORMOSA AER
11072026,12,19.1,94,1013.8,200,11,FORMOSA AER
11072026,13,20.2,90,1013.8,200,9,FORMOSA AER
11072026,14,21.9,84,1013.3,200,9,FORMOSA AER
11072026,15,23.1,76,1013.1,200,19,FORMOSA AER
11072026,16,22.6,79,1013.5,200,9,FORMOSA AER
11072026,17,23.1,73,1013.9,180,20,FORMOSA AER
11072026,18,22.1,73,1014.3,200,11,FORMOSA AER
11072026,19,20.5,71,1014.7,230,11,FORMOSA AER
11072026,20,18.8,85,1015.4,200,13,FORMOSA AER
11072026,21,18.0,83,1016.3,230,7,FORMOSA AER
11072026,22,17.3,82,1016.8,210,13,FORMOSA AER
11072026,23,15.8,84,1017.3,230,11,FORMOSA AER
11072026,6,7.3,99,1020.7,200,11,GENERAL PIC
11072026,7,7.3,99,1020.9,180,6,GENERAL PIC
11072026,8,7.1,99,1021.9,200,7,GENERAL PIC
11072026,9,7.2,99,1022.8,230,9,GENERAL PIC
11072026,10,7.5,99,1023.4,230,11,GENERAL PIC
11072026,11,8.5,94,1024.0,200,15,GENERAL PIC
11072026,12,8.9,90,1024.2,200,17,GENERAL PIC
11072026,13,10.1,82,1023.4,200,19,GENERAL PIC
11072026,14,10.1,76,1023.1,200,20,GENERAL PIC
11072026,15,9.8,75,1023.2,200,20,GENERAL PIC
11072026,16,9.6,73,1023.0,200,20,GENERAL PIC
11072026,17,9.1,75,1022.9,200,13,GENERAL PIC
11072026,18,9.1,73,1022.7,200,11,GENERAL PIC
11072026,19,8.3,81,1022.9,200,7,GENERAL PIC
11072026,20,7.9,86,1023.3,200,9,GENERAL PIC
11072026,21,8.1,85,1024.1,180,9,GENERAL PIC
11072026,9,-6.0,85,1018.8,0,0,GOBERNADOR
11072026,15,2.0,56,,0,0,GOBERNADOR
11072026,21,-5.0,80,1018.4,0,0,GOBERNADOR
11072026,6,8.7,100,1015.1,0,0,GUALEGUAYCH
11072026,7,8.4,100,1015.4,200,6,GUALEGUAYCH
11072026,8,9.0,100,1016.4,200,6,GUALEGUAYCH
11072026,9,9.4,100,1017.2,200,6,GUALEGUAYCH
11072026,10,10.2,100,1017.7,200,7,GUALEGUAYCH
11072026,11,10.8,100,1018.1,200,7,GUALEGUAYCH
11072026,12,11.8,83,1018.3,200,9,GUALEGUAYCH
11072026,13,11.8,83,1018.3,200,9,GUALEGUAYCH
11072026,14,13.0,84,1017.7,230,11,GUALEGUAYCH
11072026,15,14.4,76,1017.6,230,11,GUALEGUAYCH
11072026,16,14.6,72,1017.6,230,9,GUALEGUAYCH
11072026,17,14.4,76,1017.6,230,7,GUALEGUAYCH
11072026,18,12.8,79,1018.0,230,7,GUALEGUAYCH
11072026,19,12.2,79,1019.2,230,11,GUALEGUAYCH
11072026,20,10.4,85,1019.0,230,7,GUALEGUAYCH
11072026,21,10.0,87,1019.0,230,4,GUALEGUAYCH
11072026,0,17.6,96,1011.3,90,9,IGUAZU AERO
11072026,1,17.4,97,1010.8,70,15,IGUAZU AERO
11072026,2,17.2,97,1010.8,70,9,IGUAZU AERO
11072026,3,17.0,98,1010.6,70,11,IGUAZU AERO
11072026,4,16.8,98,1010.0,70,11,IGUAZU AERO
11072026,5,16.6,99,1010.8,360,11,IGUAZU AERO
11072026,6,17.2,99,1010.6,90,11,IGUAZU AERO
11072026,7,17.4,98,1010.7,90,9,IGUAZU AERO
11072026,8,17.4,98,1011.4,70,7,IGUAZU AERO
11072026,9,18.3,97,1011.9,50,9,IGUAZU AERO
11072026,10,19.0,96,1013.0,0,0,IGUAZU AERO
11072026,11,19.4,96,1013.1,270,6,IGUAZU AERO
11072026,12,19.6,97,1013.2,990,4,IGUAZU AERO
11072026,13,21.0,93,1012.8,320,4,IGUAZU AERO
11072026,14,21.6,91,1011.9,320,6,IGUAZU AERO
11072026,15,23.0,87,1011.0,50,4,IGUAZU AERO
11072026,16,23.1,82,1010.8,340,6,IGUAZU AERO
11072026,17,22.8,85,1011.4,320,4,IGUAZU AERO
11072026,18,22.0,91,1011.7,990,2,IGUAZU AERO
11072026,19,21.0,93,1012.1,0,0,IGUAZU AERO
11072026,20,20.5,95,1012.9,270,4,IGUAZU AERO
11072026,21,20.3,92,1013.1,290,13,IGUAZU AERO
11072026,22,19.3,95,1013.6,270,13,IGUAZU AERO
11072026,23,19.1,97,1014.2,250,7,IGUAZU AERO
11072026,9,17.2,100,1011.8,180,11,ITUZAINGO
11072026,12,20.6,91,1011.1,90,9,ITUZAINGO
11072026,15,22.8,75,1011.4,180,15,ITUZAINGO
11072026,18,20.0,78,1013.5,180,17,ITUZAINGO
11072026,21,15.8,84,1014.8,0,0,ITUZAINGO
11072026,9,1.1,79,,0,0,JACHAL
11072026,12,10.3,52,,90,9,JACHAL
11072026,15,14.1,45,,140,9,JACHAL
11072026,18,13.3,48,,140,15,JACHAL
11072026,21,8.1,70,,0,0,JACHAL
11072026,0,14.8,86,,0,0,JUJUY AERO
11072026,1,15.2,83,,320,6,JUJUY AERO
11072026,2,15.0,85,,320,6,JUJUY AERO
11072026,3,15.0,83,,0,0,JUJUY AERO
11072026,4,14.2,87,,320,9,JUJUY AERO
11072026,5,13.0,89,,290,7,JUJUY AERO
11072026,6,13.0,93,,110,6,JUJUY AERO
11072026,7,13.6,89,,0,0,JUJUY AERO
11072026,8,14.4,85,,170,11,JUJUY AERO
11072026,9,14.8,80,,180,11,JUJUY AERO
11072026,10,15.6,77,,250,7,JUJUY AERO
11072026,11,17.2,72,,290,9,JUJUY AERO
11072026,12,18.4,66,,990,7,JUJUY AERO
11072026,13,19.6,62,,210,7,JUJUY AERO
11072026,14,21.0,57,,990,4,JUJUY AERO
11072026,15,21.7,54,,990,7,JUJUY AERO
11072026,16,22.8,50,,990,4,JUJUY AERO
11072026,17,22.4,55,,990,7,JUJUY AERO
11072026,18,20.4,66,,60,9,JUJUY AERO
11072026,19,18.6,78,,80,4,JUJUY AERO
11072026,20,17.3,84,,170,11,JUJUY AERO
11072026,21,16.6,84,,190,6,JUJUY AERO
11072026,22,16.8,72,,200,11,JUJUY AERO
11072026,23,16.5,76,,200,11,JUJUY AERO
11072026,9,12.6,94,,90,4,JUJUY U N
11072026,15,20.4,59,,140,9,JUJUY U N
11072026,21,17.2,80,,90,4,JUJUY U N
11072026,0,7.4,96,1017.6,160,6,JUNIN AERO
11072026,1,7.6,96,1018.1,230,2,JUNIN AERO
11072026,2,5.5,97,1017.3,320,7,JUNIN AERO
11072026,3,5.9,97,1017.4,230,6,JUNIN AERO
11072026,4,7.5,97,1017.9,230,9,JUNIN AERO
11072026,5,8.3,96,1018.4,200,11,JUNIN AERO
11072026,6,8.4,99,1018.4,230,13,JUNIN AERO
11072026,7,8.0,97,1018.9,180,13,JUNIN AERO
11072026,8,7.9,97,1019.2,200,7,JUNIN AERO
11072026,9,8.0,97,1020.4,200,13,JUNIN AERO
11072026,10,8.2,97,1020.9,230,13,JUNIN AERO
11072026,11,8.7,94,1021.5,230,19,JUNIN AERO
11072026,12,9.9,85,1021.6,230,13,JUNIN AERO
11072026,13,10.4,82,1021.1,230,17,JUNIN AERO
11072026,14,11.0,77,1020.4,230,17,JUNIN AERO
11072026,15,11.2,76,1020.4,230,19,JUNIN AERO
11072026,16,10.8,73,1020.6,230,17,JUNIN AERO
11072026,17,10.7,76,1021.0,230,13,JUNIN AERO
11072026,18,10.2,74,1021.0,230,15,JUNIN AERO
11072026,19,9.8,77,1021.2,200,11,JUNIN AERO
11072026,20,9.5,80,1021.5,230,11,JUNIN AERO
11072026,21,8.3,85,1022.0,230,7,JUNIN AERO
11072026,22,8.4,84,1022.8,230,9,JUNIN AERO
11072026,23,8.6,85,1023.1,230,9,JUNIN AERO
11072026,0,9.8,99,1016.9,180,9,LA PLATA AE
11072026,1,9.5,97,1017.2,200,7,LA PLATA AE
11072026,2,8.6,100,1017.2,200,6,LA PLATA AE
11072026,3,7.6,100,1016.1,180,6,LA PLATA AE
11072026,4,7.6,100,1016.7,0,0,LA PLATA AE
11072026,5,7.9,99,1016.3,250,6,LA PLATA AE
11072026,6,8.1,97,1016.9,230,6,LA PLATA AE
11072026,7,8.3,97,1017.5,230,6,LA PLATA AE
11072026,8,8.6,99,1018.0,230,4,LA PLATA AE
11072026,9,8.7,100,1018.3,270,4,LA PLATA AE
11072026,10,9.9,100,1018.5,270,6,LA PLATA AE
11072026,11,10.8,97,1018.8,250,7,LA PLATA AE
11072026,12,11.1,91,1018.8,250,11,LA PLATA AE
11072026,13,10.2,92,1018.3,230,11,LA PLATA AE
11072026,14,10.3,91,1017.5,230,9,LA PLATA AE
11072026,15,12.1,85,1017.2,250,11,LA PLATA AE
11072026,16,11.2,92,1017.4,270,9,LA PLATA AE
11072026,17,11.5,96,1017.6,270,7,LA PLATA AE
11072026,18,10.5,99,1018.3,210,11,LA PLATA AE
11072026,19,10.1,100,1018.8,230,6,LA PLATA AE
11072026,20,10.3,99,1019.6,240,9,LA PLATA AE
11072026,21,10.0,99,1019.9,180,11,LA PLATA AE
11072026,22,8.6,99,1020.0,200,11,LA PLATA AE
11072026,23,7.5,100,1020.6,200,11,LA PLATA AE
11072026,9,1.0,53,,0,0,LA QUIACA O
11072026,10,5.2,53,,50,4,LA QUIACA O
11072026,11,8.2,51,,0,0,LA QUIACA O
11072026,12,11.5,47,,230,9,LA QUIACA O
11072026,13,13.6,43,,230,15,LA QUIACA O
11072026,14,14.7,41,,230,15,LA QUIACA O
11072026,15,15.8,40,,0,0,LA QUIACA O
11072026,16,17.0,36,,270,4,LA QUIACA O
11072026,17,17.0,38,,0,0,LA QUIACA O
11072026,18,16.7,38,,0,0,LA QUIACA O
11072026,19,14.0,35,,0,0,LA QUIACA O
11072026,20,11.1,42,,0,0,LA QUIACA O
11072026,21,9.0,47,,50,4,LA QUIACA O
11072026,0,10.3,78,1015.7,270,9,LA RIOJA AE
11072026,1,9.2,81,1015.5,290,13,LA RIOJA AE
11072026,2,8.4,82,1016.1,290,13,LA RIOJA AE
11072026,3,9.1,77,1017.0,270,7,LA RIOJA AE
11072026,4,8.6,79,1017.1,250,4,LA RIOJA AE
11072026,5,8.9,83,1016.3,200,13,LA RIOJA AE
11072026,6,7.8,89,1017.1,270,7,LA RIOJA AE
11072026,7,7.6,92,1017.7,320,9,LA RIOJA AE
11072026,8,7.0,89,1019.5,250,7,LA RIOJA AE
11072026,9,7.0,97,1021.1,270,6,LA RIOJA AE
11072026,10,13.4,64,1021.6,320,6,LA RIOJA AE
11072026,11,14.0,60,1021.9,230,7,LA RIOJA AE
11072026,12,18.8,40,1021.5,180,4,LA RIOJA AE
11072026,13,19.8,37,1020.7,230,7,LA RIOJA AE
11072026,14,20.4,41,1019.6,140,4,LA RIOJA AE
11072026,15,20.8,42,1018.8,140,4,LA RIOJA AE
11072026,16,21.4,38,1018.5,140,4,LA RIOJA AE
11072026,17,21.8,39,1018.0,140,4,LA RIOJA AE
11072026,18,21.7,45,1018.2,140,4,LA RIOJA AE
11072026,19,17.3,64,1019.1,0,0,LA RIOJA AE
11072026,20,14.5,70,1020.2,0,0,LA RIOJA AE
11072026,21,14.4,65,1021.2,230,13,LA RIOJA AE
11072026,22,14.0,67,1021.2,230,7,LA RIOJA AE
11072026,23,13.4,67,1021.7,230,7,LA RIOJA AE
11072026,6,7.9,90,1019.6,180,4,LABOULAYE A
11072026,7,7.9,90,1021.3,0,0,LABOULAYE A
11072026,8,7.9,93,1022.3,180,4,LABOULAYE A
11072026,9,7.9,93,1022.9,180,4,LABOULAYE A
11072026,10,8.3,88,1023.8,180,4,LABOULAYE A
11072026,11,9.1,86,1024.2,230,4,LABOULAYE A
11072026,12,10.1,76,1024.2,230,9,LABOULAYE A
11072026,13,10.7,74,1024.2,230,9,LABOULAYE A
11072026,14,11.7,68,1023.7,230,15,LABOULAYE A
11072026,15,12.1,64,1023.7,230,9,LABOULAYE A
11072026,16,12.1,64,1023.7,230,15,LABOULAYE A
11072026,17,11.5,66,1023.7,230,15,LABOULAYE A
11072026,18,10.9,65,1023.8,230,15,LABOULAYE A
11072026,19,10.3,74,1023.8,180,4,LABOULAYE A
11072026,20,10.1,74,1023.8,180,4,LABOULAYE A
11072026,21,9.5,78,1024.6,0,0,LABOULAYE A
11072026,6,8.6,100,1016.7,0,0,LAS FLORES
11072026,9,8.9,100,1017.9,0,0,LAS FLORES
11072026,12,10.9,94,1019.1,180,4,LAS FLORES
11072026,15,11.0,95,1017.8,180,4,LAS FLORES
11072026,18,10.4,88,1018.8,180,7,LAS FLORES
11072026,21,9.2,96,1020.6,0,0,LAS FLORES
11072026,9,16.6,92,1015.3,230,6,LAS LOMITAS
11072026,12,21.6,72,1016.0,180,11,LAS LOMITAS
11072026,15,25.2,60,1014.4,180,15,LAS LOMITAS
11072026,18,24.0,63,1014.3,230,9,LAS LOMITAS
11072026,21,21.0,70,1017.4,180,4,LAS LOMITAS
11072026,6,5.4,51,,320,6,MALARGUE AE
11072026,7,4.8,58,,270,6,MALARGUE AE
11072026,8,.2,62,,140,7,MALARGUE AE
11072026,9,-1.8,69,,320,6,MALARGUE AE
11072026,10,-1.2,73,,50,6,MALARGUE AE
11072026,11,.8,73,,50,6,MALARGUE AE
11072026,12,1.8,84,,360,7,MALARGUE AE
11072026,13,1.4,84,,360,7,MALARGUE AE
11072026,14,3.6,62,,360,7,MALARGUE AE
11072026,15,6.6,64,,20,6,MALARGUE AE
11072026,16,7.8,62,,20,6,MALARGUE AE
11072026,17,7.9,62,,140,6,MALARGUE AE
11072026,18,7.6,64,,90,6,MALARGUE AE
11072026,19,6.1,72,,0,0,MALARGUE AE
11072026,20,5.3,74,,250,6,MALARGUE AE
11072026,21,3.6,74,,320,6,MALARGUE AE
11072026,0,.8,100,,0,0,MAQUINCHAO
11072026,3,.6,100,,0,0,MAQUINCHAO
11072026,6,.4,94,,0,0,MAQUINCHAO
11072026,7,.5,97,,0,0,MAQUINCHAO
11072026,8,.6,98,,0,0,MAQUINCHAO
11072026,9,.2,98,,0,0,MAQUINCHAO
11072026,10,.1,96,,0,0,MAQUINCHAO
11072026,11,1.0,93,,0,0,MAQUINCHAO
11072026,12,1.8,90,,320,4,MAQUINCHAO
11072026,13,2.4,90,,0,0,MAQUINCHAO
11072026,14,3.4,81,,320,4,MAQUINCHAO
11072026,15,3.6,82,,320,4,MAQUINCHAO
11072026,16,3.6,82,,270,4,MAQUINCHAO
11072026,17,3.6,85,,270,4,MAQUINCHAO
11072026,18,3.0,87,,270,4,MAQUINCHAO
11072026,19,1.4,93,,270,4,MAQUINCHAO
11072026,20,1.0,100,,270,4,MAQUINCHAO
11072026,21,1.8,93,,270,4,MAQUINCHAO
11072026,0,9.6,100,1019.4,110,15,MAR DEL PLA
11072026,1,9.6,100,1019.3,110,15,MAR DEL PLA
11072026,2,9.2,100,1019.1,110,11,MAR DEL PLA
11072026,3,9.2,99,1018.8,110,13,MAR DEL PLA
11072026,4,9.0,97,1018.2,110,15,MAR DEL PLA
11072026,5,9.2,97,1018.2,110,15,MAR DEL PLA
11072026,6,8.9,99,1018.2,110,15,MAR DEL PLA
11072026,7,9.2,99,1018.6,140,11,MAR DEL PLA
11072026,8,9.2,99,1019.2,140,17,MAR DEL PLA
11072026,9,9.0,97,1019.5,140,19,MAR DEL PLA
11072026,10,9.4,96,1019.9,140,20,MAR DEL PLA
11072026,11,9.8,97,1020.0,140,22,MAR DEL PLA
11072026,12,10.4,91,1019.9,140,19,MAR DEL PLA
11072026,13,10.5,89,1019.3,140,24,MAR DEL PLA
11072026,14,10.3,88,1018.9,140,28,MAR DEL PLA
11072026,15,10.4,86,1018.8,140,26,MAR DEL PLA
11072026,16,10.0,87,1018.6,140,24,MAR DEL PLA
11072026,17,9.8,85,1019.1,180,24,MAR DEL PLA
11072026,18,9.0,88,1019.2,160,17,MAR DEL PLA
11072026,19,9.1,88,1020.0,200,19,MAR DEL PLA
11072026,20,8.9,90,1020.6,200,11,MAR DEL PLA
11072026,21,8.0,90,1020.9,180,17,MAR DEL PLA
11072026,22,8.6,95,1021.1,180,19,MAR DEL PLA
11072026,23,8.3,96,1021.2,200,9,MAR DEL PLA
11072026,9,7.6,97,1020.9,200,28,MARCOS JUAR
11072026,10,7.8,97,1021.5,200,28,MARCOS JUAR
11072026,11,8.0,95,1022.1,200,28,MARCOS JUAR
11072026,12,8.2,92,1022.4,230,26,MARCOS JUAR
11072026,13,9.6,85,1022.4,200,28,MARCOS JUAR
11072026,14,10.4,80,1021.7,200,24,MARCOS JUAR
11072026,15,11.0,78,1021.4,230,20,MARCOS JUAR
11072026,16,11.5,73,1021.0,230,22,MARCOS JUAR
11072026,17,11.7,73,1021.6,200,22,MARCOS JUAR
11072026,18,11.6,74,1021.7,230,15,MARCOS JUAR
11072026,19,11.1,74,1021.9,230,17,MARCOS JUAR
11072026,20,10.4,77,1022.3,230,11,MARCOS JUAR
11072026,21,9.8,80,1023.0,230,11,MARCOS JUAR
11072026,8,8.8,100,1017.6,140,7,MARIANO MOR
11072026,9,9.0,100,1018.3,180,6,MARIANO MOR
11072026,10,9.4,97,1018.5,180,4,MARIANO MOR
11072026,11,10.0,97,1018.9,230,6,MARIANO MOR
11072026,12,11.0,90,1018.7,230,19,MARIANO MOR
11072026,13,11.8,83,1018.4,230,19,MARIANO MOR
11072026,14,11.2,85,1017.9,230,17,MARIANO MOR
11072026,15,11.0,95,1017.7,230,17,MARIANO MOR
11072026,16,11.0,95,1017.9,230,17,MARIANO MOR
11072026,17,10.4,88,1018.3,230,15,MARIANO MOR
11072026,18,10.4,85,1018.8,230,15,MARIANO MOR
11072026,19,10.0,82,1019.5,230,15,MARIANO MOR
11072026,20,9.6,92,1019.9,230,20,MARIANO MOR
11072026,21,9.4,97,1019.9,230,11,MARIANO MOR
11072026,0,5.8,77,1017.8,270,6,MENDOZA AER
11072026,1,5.6,76,1017.3,270,9,MENDOZA AER
11072026,2,3.8,84,1018.5,90,11,MENDOZA AER
11072026,3,5.0,79,1018.6,230,6,MENDOZA AER
11072026,4,5.2,82,1019.6,230,6,MENDOZA AER
11072026,5,5.0,85,1019.7,230,6,MENDOZA AER
11072026,6,3.4,80,1021.3,230,4,MENDOZA AER
11072026,7,2.8,90,1022.3,90,6,MENDOZA AER
11072026,8,2.8,87,1023.8,140,9,MENDOZA AER
11072026,9,4.6,88,1025.1,180,9,MENDOZA AER
11072026,10,5.8,85,1025.7,230,4,MENDOZA AER
11072026,11,6.4,85,1026.6,0,0,MENDOZA AER
11072026,12,7.0,83,1027.1,140,7,MENDOZA AER
11072026,13,7.4,81,1027.0,140,7,MENDOZA AER
11072026,14,7.8,81,1025.9,140,4,MENDOZA AER
11072026,15,7.8,81,1024.8,110,4,MENDOZA AER
11072026,16,8.6,77,1023.8,160,4,MENDOZA AER
11072026,17,8.8,74,1023.4,180,6,MENDOZA AER
11072026,18,9.4,70,1023.3,290,6,MENDOZA AER
11072026,19,7.6,81,1023.3,290,7,MENDOZA AER
11072026,20,5.4,85,1024.0,290,6,MENDOZA AER
11072026,21,4.6,97,1024.2,0,0,MENDOZA AER
11072026,22,4.2,95,1024.9,990,4,MENDOZA AER
11072026,23,4.7,94,1024.8,0,0,MENDOZA AER
11072026,6,3.8,88,,250,6,MENDOZA OBS
11072026,7,3.8,89,,270,6,MENDOZA OBS
11072026,8,3.6,86,,140,6,MENDOZA OBS
11072026,9,2.6,92,,30,4,MENDOZA OBS
11072026,10,4.3,88,,230,4,MENDOZA OBS
11072026,11,5.5,90,,0,0,MENDOZA OBS
11072026,12,6.0,87,,0,0,MENDOZA OBS
11072026,13,6.2,89,,0,0,MENDOZA OBS
11072026,14,6.6,88,,0,0,MENDOZA OBS
11072026,15,7.2,84,,140,4,MENDOZA OBS
11072026,16,7.7,80,,0,0,MENDOZA OBS
11072026,17,8.7,75,,0,0,MENDOZA OBS
11072026,18,7.8,80,,360,4,MENDOZA OBS
11072026,19,5.7,90,,0,0,MENDOZA OBS
11072026,20,3.5,97,,0,0,MENDOZA OBS
11072026,21,2.9,93,,250,6,MENDOZA OBS
11072026,9,14.2,92,1012.9,20,2,MERCEDES AE
11072026,12,20.3,64,1015.6,160,19,MERCEDES AE
11072026,15,22.2,54,1014.8,160,26,MERCEDES AE
11072026,18,17.9,58,1015.9,160,17,MERCEDES AE
11072026,21,13.1,77,1018.1,140,24,MERCEDES AE
11072026,0,10.8,89,1017.1,270,2,MERLO AERO
11072026,3,10.0,94,1016.6,320,4,MERLO AERO
11072026,6,8.5,86,1017.9,320,4,MERLO AERO
11072026,7,9.0,92,1018.3,320,4,MERLO AERO
11072026,8,9.1,90,1018.7,320,4,MERLO AERO
11072026,9,9.5,89,1018.7,270,4,MERLO AERO
11072026,10,9.8,87,1018.9,270,7,MERLO AERO
11072026,11,10.0,87,1019.0,270,7,MERLO AERO
11072026,12,10.2,88,1018.9,270,7,MERLO AERO
11072026,13,11.4,78,1018.9,270,19,MERLO AERO
11072026,14,11.6,79,1018.7,270,17,MERLO AERO
11072026,15,11.8,76,1018.7,270,15,MERLO AERO
11072026,16,11.6,76,1018.5,270,15,MERLO AERO
11072026,17,11.2,78,1018.6,270,15,MERLO AERO
11072026,18,11.0,76,1018.5,270,17,MERLO AERO
11072026,19,10.8,76,1019.0,270,17,MERLO AERO
11072026,20,9.6,72,1019.0,270,9,MERLO AERO
11072026,21,9.4,95,1020.1,270,6,MERLO AERO
11072026,9,12.6,91,,50,4,METAN
11072026,15,19.2,65,,50,4,METAN
11072026,21,15.0,87,,140,4,METAN
11072026,0,15.8,85,1012.1,180,13,MONTE CASER
11072026,1,16.0,84,1012.1,180,13,MONTE CASER
11072026,2,15.6,85,1012.1,180,11,MONTE CASER
11072026,3,15.6,85,1012.3,180,9,MONTE CASER
11072026,4,15.4,83,1012.6,180,19,MONTE CASER
11072026,5,14.4,87,1012.8,200,17,MONTE CASER
11072026,6,13.8,87,1012.3,200,13,MONTE CASER
11072026,7,13.2,88,1012.2,180,7,MONTE CASER
11072026,8,13.2,88,1012.7,360,7,MONTE CASER
11072026,9,12.8,91,1013.7,180,9,MONTE CASER
11072026,10,14.0,84,1014.8,200,15,MONTE CASER
11072026,11,15.8,75,1015.6,200,20,MONTE CASER
11072026,12,17.8,69,1015.8,200,20,MONTE CASER
11072026,13,19.4,59,1015.4,200,26,MONTE CASER
11072026,14,20.0,56,1015.4,200,30,MONTE CASER
11072026,15,20.2,55,1015.1,200,28,MONTE CASER
11072026,16,19.8,53,1015.4,200,31,MONTE CASER
11072026,17,19.2,55,1015.4,200,24,MONTE CASER
11072026,18,17.4,65,1016.3,200,17,MONTE CASER
11072026,19,15.0,77,1017.0,200,17,MONTE CASER
11072026,20,13.8,80,1018.2,230,28,MONTE CASER
11072026,21,12.0,86,1018.5,230,24,MONTE CASER
11072026,22,11.8,88,1018.9,230,19,MONTE CASER
11072026,23,11.0,90,1018.5,230,19,MONTE CASER
11072026,0,11.6,91,1015.8,160,11,MORON AERO
11072026,1,11.2,92,1016.0,140,6,MORON AERO
11072026,2,10.8,95,1016.1,160,7,MORON AERO
11072026,3,8.4,97,1015.3,180,2,MORON AERO
11072026,4,7.0,100,1015.5,200,9,MORON AERO
11072026,5,7.8,100,1015.5,180,11,MORON AERO
11072026,6,8.4,100,1016.4,200,15,MORON AERO
11072026,7,8.8,100,1016.9,200,11,MORON AERO
11072026,8,8.8,99,1017.5,200,9,MORON AERO
11072026,9,9.2,97,1018.0,200,9,MORON AERO
11072026,10,9.7,96,1018.1,210,11,MORON AERO
11072026,11,10.0,92,1018.5,230,9,MORON AERO
11072026,12,11.1,86,1018.4,200,19,MORON AERO
11072026,13,11.6,72,1017.8,200,24,MORON AERO
11072026,14,11.9,79,1017.3,200,20,MORON AERO
11072026,15,10.6,84,1017.4,230,22,MORON AERO
11072026,16,11.2,84,1017.4,230,19,MORON AERO
11072026,17,10.7,84,1017.6,200,17,MORON AERO
11072026,18,10.7,84,1018.1,230,17,MORON AERO
11072026,19,10.1,91,1018.7,230,19,MORON AERO
